"사업유형","사업번호","사업계획변경순번","사업년도","계속사업여부","계속사업시작연도","사업유형코드","비예산여부","특수사업명코드","사업명","관활시도명","시군구코드","관할시군구","기관ID","수행기관관활시도명","수행기관시군구","사업기간시작일","사업기간종료일","사업계획서상태코드","목표일자리수","최초등록첨부파일","최근승인첨부파일","삭제여부"
사회서비스형,"2023-06062",3,"2023",Y,"2020",안전관리지원(B-10),N,"105001",소방안전지킴이,부산광역시,"2638000000",사하구,"0001647",부산광역시,사하구,2023-01-16 00:00:00.000,2023-11-20 00:00:00.000,승인완료,15,"2023년도 소방안전지킴이 사업계획서.hwp","2023년도+소방안전지킴이+사업계획서(2023.11.15.수정).hwp",N
시장형,"2023-04431",1,"2023",Y,"2016",기타(E-19),N,"105001",아트클럽,서울특별시,"1168000000",강남구,"0000149",서울특별시,강남구,2023-02-01 00:00:00.000,2023-11-30 00:00:00.000,승인완료,24,시장형_서울강남시니어클럽_2023년_사업계획서_아트클럽.hwp,,N
사회서비스형,"2023-04680",3,"2023",Y,"2021",공공행정업무지원(B-12),N,"105001",시니어 연금가이드,전라북도,"4514000000",익산시,"0000508",전라북도,익산시,2023-01-09 00:00:00.000,2023-12-31 00:00:00.000,승인완료,4,"2023년+시니어연금가이드+사업계획서.hwp","2023년+시니어연금가이드+사업계획서.hwp",N
시장형,"2023-04703",2,"2023",Y,"2017",지역영농(E-12),N,"105001",나대지를 활용한 어르신 도시농업사업단,광주광역시,"2914000000",서구,"0515083",광주광역시,서구,2023-01-02 00:00:00.000,2023-12-31 00:00:00.000,반려,35,"2023년 시장형 사업계획(나대지).zip",,Y
공익활동형,"2023-04765",4,"2023",Y,"2019",기타(A-19),N,"105001",학교주변환경지킴이,전라남도,"4613000000",여수시,"0000624",전라남도,여수시,2023-01-01 00:00:00.000,2023-12-29 00:00:00.000,승인완료,70,"2023년 (공익형) 학교주변환경지킴이 사업계획서.hwp","2023년(공익형)+학교주변환경지킴이+사업계획서.hwp",N
공익활동형,"2023-05910",1,"2023",Y,"2017",공공의료 및 복지시설 봉사(A-15),N,"105001",복지시설 업무지원활동(복지시설도우미),부산광역시,"2623000000",부산진구,"0002933",부산광역시,부산진구,2023-01-13 00:00:00.000,2023-12-22 00:00:00.000,승인완료,56,"2023년도+노인+공익활동+사업계획서+(복지시설도우미).hwp",,N
공익활동형,"2023-05919",2,"2023",N,"2023",공공의료 및 복지시설 봉사(A-15),N,"105001",경로식당도우미,경기도,"4157000000",김포시,"0002742",경기도,김포시,2023-02-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,20,"2. 2023년 공익형 경로식당도우미 사업계획서.hwp","2.2023년공익형경로식당도우미사업계획서 (변경).hwp",N
공익활동형,"2023-05924",1,"2023",Y,"2010",도서관 봉사(A-12),N,"105001",은빛비추미봉사단,경기도,"4165000000",포천시,"0001729",경기도,포천시,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,18,"23년 은빛비추미  사업계획서.hwp",,N
사회서비스형,"2023-05930",1,"2023",Y,"2021",안전관리지원(B-10),N,"105001",시니어안전모니터링,전라북도,"4511000000",전주시,"0002830",전라북도,전주시,2023-02-01 00:00:00.000,2023-12-22 00:00:00.000,승인완료,4,"2023년 사회서비스형 사업계획서(안전모니터링)최종.hwp",,N
시장형,"2023-05932",8,"2023",N,"2023",음식점(E-09),N,"105001",샐러디아(그랜샐러드클럽),경기도,"4121000000",광명시,"0476083",경기도,광명시,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,22,"2023년 시장형사업단 사업계획서(샐러디아).hwp","2023년 시장형사업단 사업계획서.hwp",N
시장형,"2023-05939",1,"2023",N,"2023",기타(E-07),N,"105001",웃음품앗이사업단,경상남도,"4888000000",거창군,"0002604",경상남도,거창군,2023-01-09 00:00:00.000,2023-12-31 00:00:00.000,임시,39,"2023년 웃음품앗이사업 사업계획서.hwp",,Y
사회서비스형,"2023-05053",3,"2023",Y,"2021",공공행정업무지원(B-12),N,"105001",공공행정업무지원,경기도,"4136000000",남양주시,"0001168",경기도,남양주시,2023-01-09 00:00:00.000,2023-11-30 00:00:00.000,승인완료,57,"2023년 사회서비스형 사업계획서(공공행정업무지원).hwp","2023년 사회서비스형 사업계획서(공공행정업무지원).hwp",N
공익활동형,"2023-05245",2,"2023",Y,"2008",공원 놀이터 등 공공시설 봉사(A-13),N,"105001",공공시설 자원봉사(주천면),강원도,"4275000000",영월군,"0000629",강원도,영월군,2023-02-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,225,"2023년 공익활동 사업계획서(주천면).hwpx",사업계획서(주천면).hwpx,N
공익활동형,"2023-05251",4,"2023",Y,"2022",노노케어(A-01),N,"105001",노노케어,경상남도,"4872000000",의령군,"0517084",경상남도,의령군,2023-01-09 00:00:00.000,2023-12-31 00:00:00.000,승인완료,80,"2023년+노노케어+사업계획서12-20.hwp","2023년+노노케어+사업계획서(11월).hwp",N
시장형,"2023-05462",5,"2023",Y,"2018",카페(E-08),N,"105001",Cafe愛오다-무동점,경상남도,"4812000000",창원시,"0000950",경상남도,창원시,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,10,★6. 2023년 시장형사업단 사업계획서(Cafe愛오다-무동점).hwp,★6. 2023년 시장형사업단 사업계획서(Cafe愛오다-무동점) 10.25 수정.hwp,N
공익활동형,"2023-05884",1,"2023",Y,"2022",공공의료 및 복지시설 봉사(A-15),N,"105001",시니어일자리안내사업'실버정보알림이',경기도,"4119000000",부천시,"0000163",경기도,부천시,2023-01-18 00:00:00.000,2023-12-31 00:00:00.000,승인완료,8,"2023년+공익활동+사업계획(시니어일자리안내사업).hwp",,N
공익활동형,"2023-06287",3,"2023",Y,"2017",생활시설이용자 지원봉사(A-06),N,"105001",고독사예방사업,부산광역시,"2638000000",사하구,"0000447",부산광역시,사하구,2023-01-09 00:00:00.000,2023-12-15 00:00:00.000,승인완료,40,고독사예방사업.hwp,고독사예방사업.hwp,N
공익활동형,"2023-06303",2,"2023",Y,"2017",공공의료 및 복지시설 봉사(A-15),N,"105001",경로당급식지원사업,충청북도,"4311000000",청주시,"0000903",충청북도,청주시,2023-01-13 00:00:00.000,2023-12-31 00:00:00.000,승인완료,40,"2023년 공익활동 사업계획서(경로당급식지원사업).hwp","2023년 공익활동 변경 사업계획서(경로당급식지원사업).hwp",N
시장형,"2023-04940",2,"2023",Y,"2019",간식류(E-01),N,"105001",단풍할매손김부각,전라북도,"4518000000",정읍시,"0001355",전라북도,정읍시,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,변경심사요청,11,"2023 단풍할매손김부각 사업계획서.pdf",,N
공익활동형,"2023-05110",2,"2023",Y,"2019",생활시설이용자 지원봉사(A-06),N,"105001",취약계층지원활동,경상북도,"4782000000",청도군,"0000480",경상북도,청도군,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,29,"2023년 취약계층지원활동 사업계획서.hwp","2023년 취약계층지원활동 변경사업계획서.hwp",N
공익활동형,"2023-06712",2,"2023",Y,"2022",노노케어(A-01),N,"105001","9988행복지키미-2 ",충청북도,"4311000000",청주시,"0000903",충청북도,청주시,2023-01-13 00:00:00.000,2023-12-31 00:00:00.000,승인완료,141,"2023년 공익활동 사업계획서(9988행복지키미-2).hwp","2023년 공익활동 변경 사업계획서(9988행복지키미-2).hwp",N
공익활동형,"2023-06714",1,"2023",Y,"2022",지역사회 환경개선 봉사(A-16),N,"105001",자원순환서포터즈,경기도,"4113000000",성남시,"0001413",경기도,성남시,2023-01-02 00:00:00.000,2023-12-29 00:00:00.000,승인완료,12,"2023년+노인+공익활동+사업계획서(자원순환+서포터즈).hwp",,N
사회서비스형,"2023-06716",1,"2023",N,"2023",시니어 컨설턴트(B-11),N,"105001",시니어컨설턴트,인천광역시,"2817000000",미추홀구,"0228083",인천광역시,미추홀구,2023-01-02 00:00:00.000,2023-10-31 00:00:00.000,임시,6,"2023년 시니어컨설턴트 사업계획서(최종).hwp",,Y
시장형,"2023-04554",2,"2023",Y,"2019",기타(E-15),N,"105001",도청시니어택배사업,경상북도,"4717000000",안동시,"0001909",경상북도,안동시,2023-01-02 00:00:00.000,2023-12-31 00:00:00.000,승인완료,4,"2023년 도청시니어택배사업 사업계획서.hwp",,N
공익활동형,"2023-04564",2,"2023",Y,"2021",체험활동 지원(A-22),N,"105001",민주공원도슨트,부산광역시,"2614000000",서구,"0000153",부산광역시,서구,2023-01-02 00:00:00.000,2023-12-31 00:00:00.000,승인완료,22,(23)민주공원도슨트공익활동 사업계획.hwp,(23)민주공원도슨트공익활동 사업계획 - 1차수정.hwp,N
시장형,"2023-04708",2,"2023",Y,"2020",기타(E-07),N,"105001",오이망사업,경상남도,"4889000000",합천군,"0135085",경상남도,합천군,2023-01-09 00:00:00.000,2023-12-31 00:00:00.000,승인완료,30,"23년오이망사업계획서.hwp","23년오이망사업계획서 -3월변경.hwp",N
공익활동형,"2023-04730",2,"2023",Y,"2021",공공의료 및 복지시설 봉사(A-15),N,"105001",크린실버파트너,인천광역시,"2823700000",부평구,"0001917",인천광역시,부평구,2023-01-09 00:00:00.000,2023-12-22 00:00:00.000,승인완료,12,"2023년 크린실버파트너 사업계획서.hwp","2023년_사업계획서_크린실버파트너_v2.hwp",N
시장형,"2023-05841",1,"2023",Y,"2019",음식점(E-09),N,"105001",토스트&친구들,경기도,"4127000000",안산시,"0001651",경기도,안산시,2023-01-02 00:00:00.000,2023-12-31 00:00:00.000,승인완료,8,"30.2023년 토스트&친구들 사업계획서.hwp",,N
공익활동형,"2023-05844",4,"2023",Y,"2016",공원 놀이터 등 공공시설 봉사(A-13),N,"105001",해솔촌가꿈단,경기도,"4165000000",포천시,"0001729",경기도,포천시,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,88,"23년 해솔촌가꿈단 사업계획서.hwp","23년 해솔촌가꿈단 사업계획서.hwp",N
사회서비스형,"2023-05931",1,"2023",N,"2023",취약계층 공익증진 서비스(B-09),N,"105001",키오스크 알림이,인천광역시,"2817000000",미추홀구,"0000027",인천광역시,미추홀구,2023-01-09 00:00:00.000,2023-12-05 00:00:00.000,승인완료,4,"12_키오스크알림이 사업계획서(사서형).hwp",,N
공익활동형,"2023-05936",2,"2023",Y,"2017",지역사회안전망 구축 지원(A-18),N,"105001",버스승강장청소관리사업,광주광역시,"2911000000",동구,"0002483",광주광역시,동구,2023-01-02 00:00:00.000,2023-12-31 00:00:00.000,승인완료,80,"2023년 버스승강장청소관리사업 사업계획서.hwp","2023년 버스승강장청소관리사업 사업계획서.hwp",N
시장형,"2023-06040",7,"2023",Y,"2018",카페(E-08),N,"105001",카페바라 ,경기도,"4167000000",여주시,"0025083",경기도,여주시,2023-01-09 00:00:00.000,2023-12-31 00:00:00.000,승인완료,21,"2023년 카페바라 사업계획서.hwp","2023년+카페바라+사업계획서(예산변경)-(1).hwp",N
시장형,"2023-04539",1,"2023",Y,"2020",기타(E-07),N,"105001",오이망사업,경상남도,"4889000000",합천군,"0135085",경상남도,합천군,2023-01-02 00:00:00.000,2023-12-31 00:00:00.000,임시,30,"23년 오이망계회서.xlsx",,Y
사회서비스형,"2023-04587",2,"2023",Y,"2022",취약계층 공익증진 서비스(B-09),N,"105001","2023년 사회서비스형 향기담은 빨래방",강원도,"4279000000",화천군,"0000750",강원도,화천군,2023-02-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,16,"2023년 사회서비스형 사업계획서(빨래방).hwp","2023년+사회서비스형+사업계획서(빨래방) (변경심사 16 10개월).hwp",N
공익활동형,"2023-04787",3,"2023",Y,"2007",지역사회 환경개선 봉사(A-16),N,"105001",마을환경청결사업,울산광역시,"3117000000",동구,"0000275",울산광역시,동구,2023-01-16 00:00:00.000,2023-12-31 00:00:00.000,승인완료,138,"2023년+노인+공익활동+사업계획서(마을환경청결사업).hwp","2023년+노인+공익활동+사업계획서(마을환경청결사업)5_22변경.hwp",N
사회서비스형,"2023-05407",2,"2023",Y,"2020",보육시설(어린이집 등) 지원(B-01),N,"105001",아동복지시설돌봄이(더우렁사업단),제주특별자치도,"5011000000",제주시,"0000178",제주특별자치도,제주시,2023-01-09 00:00:00.000,2023-12-31 00:00:00.000,승인완료,121,"23-더우렁 최종.hwp","23-더우렁사업단-변경사업계획서.hwp",N
공익활동형,"2023-05434",3,"2023",Y,"2017",공공의료 및 복지시설 봉사(A-15),N,"105001",복지시설도우미,부산광역시,"2635000000",해운대구,"0000930",부산광역시,해운대구,2023-01-12 00:00:00.000,2023-12-08 00:00:00.000,승인완료,94,"2023 복지시설도우미 사업계획서.hwp","2023+복지시설도우미+사업계획서(수정).hwp",N
시장형,"2023-05217",1,"2023",Y,"2017",기타(E-19),N,"105001",마을자원관리사,광주광역시,"2914000000",서구,"0000914",광주광역시,서구,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,40,"21. 2023년 마을자원관리사 사업계획서(40명)-O.hwp",,N
공익활동형,"2023-05923",1,"2023",Y,"2019",기타(A-19),N,"105001",도시텃밭관리지원사업,광주광역시,"2911000000",동구,"0002483",광주광역시,동구,2023-01-02 00:00:00.000,2023-12-31 00:00:00.000,승인완료,24,"2023년 도시텃밭관리지원사업 사업계획서.hwp",,N
공익활동형,"2023-04581",3,"2023",Y,"2018",공원 놀이터 등 공공시설 봉사(A-13),N,"105001",시니어불법광고물클린사업,경상남도,"4825000000",김해시,"0002366",경상남도,김해시,2023-01-09 00:00:00.000,2023-12-29 00:00:00.000,승인완료,130,"2023년+시니어불법광고물클린사업+사업계획서.hwp","2023년 시니어불법광고물클린사업 사업계획서.hwp",N
공익활동형,"2023-05944",4,"2023",Y,"2013",지역사회 환경개선 봉사(A-16),N,"105001",친환경지킴이(기회),경기도,"4165000000",포천시,"0001729",경기도,포천시,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,18,"23년 친환경지킴이사업계획서.hwp","23년 친환경지킴이사업계획서.hwp",N
사회서비스형,"2023-05993",2,"2023",Y,"2021",기타(B-15),N,"105001",찬찬도움단,경기도,"4165000000",포천시,"0001729",경기도,포천시,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,22,"23년 찬찬사업계획서.hwp",,N
사회서비스형,"2023-05995",2,"2023",Y,"2023",노인 관련 시설지원(B-07),N,"105001",노인시설도우미,경기도,"4157000000",김포시,"0002742",경기도,김포시,2023-02-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,20,"9. 2023년 사회서비스형 노인시설도우미 사업계획서.hwp",,N
공익활동형,"2023-05270",2,"2023",Y,"2020",공원 놀이터 등 공공시설 봉사(A-13),N,"105001",공원지킴이사업단,부산광역시,"2626000000",동래구,"0002777",부산광역시,동래구,2023-01-16 00:00:00.000,2023-12-29 00:00:00.000,승인완료,180,"2023년+공원지킴이+사업계획서.hwp","2023년+공원지킴이+사업계획서 수정본.hwp",N
시장형,"2023-05521",2,"2023",Y,"2012",매점(편의점)(E-10),N,"105001",미니마켓동면점,강원도,"4211000000",춘천시,"0000166",강원도,춘천시,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,30,"2023년 미니마켓동면점사업계획서.hwp",,N
공익활동형,"2023-06603",5,"2023",Y,"2021",지역사회안전망 구축 지원(A-18),N,"105001",실버방역단,경상남도,"4874000000",창녕군,"0040087",경상남도,창녕군,2023-01-09 00:00:00.000,2023-12-31 00:00:00.000,승인완료,94,"2023년+사업계획서_공익형_실버방역단 (1).hwp",사업계획서_실버방역단_예산변경.hwp,N
공익활동형,"2023-06709",4,"2023",Y,"2020",공원 놀이터 등 공공시설 봉사(A-13),N,"105001",EM환경지킴이,경기도,"4117000000",안양시,"0001248",경기도,안양시,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,70,"2023년 사업계획서_EM환경지킴이.hwp","2023년+사업계획서_EM환경지킴이 (2).hwp",N
시장형,"2023-06719",4,"2023",Y,"2020",기타(E-07),N,"105001",실버물류사업단,경상남도,"4812000000",창원시,"0000950",경상남도,창원시,2023-01-02 00:00:00.000,2023-12-31 00:00:00.000,승인완료,18,★10. 2023년 시장형사업단 사업계획서(실버물류).hwp,★10. 2023년 시장형사업단 사업계획서(실버물류)10.30수정.hwp,N
시장형,"2023-06722",5,"2023",Y,"2013",카페(E-08),N,"105001",실버카페사업단,경기도,"4143000000",의왕시,"0002239",경기도,의왕시,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,18,"2023년 실버카페사업단 사업계획서(12.21).hwp","2023년+실버카페사업단+변경사업계획서(12.21)수정본 (1).hwp",N
공익활동형,"2023-04806",3,"2023",Y,"2019",공공의료 및 복지시설 봉사(A-15),N,"105001",노인시설봉사,대구광역시,"2711000000",중구,"0058083",대구광역시,중구,2023-01-02 00:00:00.000,2023-12-08 00:00:00.000,승인완료,121,"2023+노인시설봉사+사업계획서.hwp","2023+노인시설봉사+사업계획서(최종).hwp",N
공익활동형,"2023-04834",1,"2023",Y,"2016",공원 놀이터 등 공공시설 봉사(A-13),N,"105001",포항시노인공익활동지원사업,경상북도,"4711000000",포항시,"0000398",경상북도,포항시,2023-02-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,1715,"2023년+포항시+노인공익활동지원사업+사업계획서 (1).hwp",,N
시장형,"2023-06119",3,"2023",Y,"2021",음식점(E-09),N,"105001",토닥토닥식당,충청북도,"4374000000",영동군,"0460083",충청북도,영동군,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,37,"2023년 토닥.hwp","2023년 시장형사업단 사업계획서(토닥토닥).hwp",N
공익활동형,"2023-06126",6,"2023",Y,"2021",공원 놀이터 등 공공시설 봉사(A-13),N,"105001",양산천지킴이사업,경상남도,"4833000000",양산시,"0001637",경상남도,양산시,2023-01-09 00:00:00.000,2023-12-31 00:00:00.000,승인완료,150,"2023년 사업계획서 서식(양산천-최초).hwp","2023년_사업계획서(변경)_양산천지킴이(1220).hwp",N
공익활동형,"2023-04801",1,"2023",N,"2023",지역사회 환경개선 봉사(A-16),N,"105001",자원재순환사업,전라북도,"4511000000",전주시,"0000502",전라북도,전주시,2023-01-18 00:00:00.000,2023-12-15 00:00:00.000,승인완료,8,"2023자원재순환사업계획.hwp",,N
사회서비스형,"2023-04918",2,"2023",Y,"2020",온종일돌봄 시설 지원(B-02),N,"105001",배움터행복도우미,전라북도,"4514000000",익산시,"0000121",전라북도,익산시,2023-01-09 00:00:00.000,2023-11-10 00:00:00.000,승인완료,21,"2023년 노인 사회서비스형 사업계획서(배움터행복도우미).hwp",,N
공익활동형,"2023-04945",3,"2023",Y,"2021",스쿨존교통지원 봉사(A-08),N,"105001",횡단보도도우미'시니어녹색단',대전광역시,"3023000000",대덕구,"0000053",대전광역시,대덕구,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,50,"2023년 시니어녹색단 사업계획서(최종).hwp","2023년+시니어녹색단+사업계획서(3차+예산변경).hwp",N
공익활동형,"2023-05972",1,"2023",Y,"2022",공공의료 및 복지시설 봉사(A-15),N,"105001",공공시설도우미,경기도,"4137000000",오산시,"0494084",경기도,오산시,2023-01-02 00:00:00.000,2023-12-31 00:00:00.000,승인완료,141,"2023년 공익활동 사업계획서(공공시설도우미).hwp",,N
사회서비스형,"2023-05982",1,"2023",N,"2023",노인일자리 담당자 업무지원(B-14),N,"105001",노인일자리사업 행복서포터즈,전라북도,"4514000000",익산시,"0002656",전라북도,익산시,2023-02-01 00:00:00.000,2023-11-30 00:00:00.000,승인완료,5,"2023년 사회서비스형 사업계획서-노인일자리 담당자업무.hwp",,N
공익활동형,"2023-06003",1,"2023",Y,"2022",지역사회 환경개선 봉사(A-16),N,"105001",커피찌꺼기새활용사업,광주광역시,"2911000000",동구,"0002483",광주광역시,동구,2023-01-02 00:00:00.000,2023-12-31 00:00:00.000,승인완료,22,"2023년 커피찌꺼기새활용사업 사업계획서.hwp",,N
사회서비스형,"2023-05465",2,"2023",N,"2023",기타(B-15),N,"105001",기타 시설 지원 사업단,강원도,"4280000000",양구군,"0480083",강원도,양구군,2023-02-01 00:00:00.000,2023-11-30 00:00:00.000,승인완료,2,"2023년+사회서비스형+사업계획서(기타+시설+지원).hwp",,N
공익활동형,"2023-05504",5,"2023",N,"2023",기타(A-19),N,"105001",교육시설지원사업,충청남도,"4413000000",천안시,"0001508",충청남도,천안시,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,230,"2023년+공익활동(교육시설+지원사업)_수정_221220.hwp","2023년+공익활동(교육시설+지원사업)_최종0307.hwp",N
시장형,"2023-05522",1,"2023",Y,"2018",기타(E-07),N,"105001","다시,온 공방",서울특별시,"1174000000",강동구,"0006020",서울특별시,강동구,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,65,"2023년+노인일자리+시장형사업단+다시,온_공방+사업계획서_65명.hwp",,N
공익활동형,"2023-05646",1,"2023",Y,"2020",지역사회 환경개선 봉사(A-16),N,"105001",환경깨끄미사업,전라북도,"4511000000",전주시,"0000360",전라북도,전주시,2023-01-18 00:00:00.000,2023-12-26 00:00:00.000,승인완료,500,"2023년도 공공형(환경깨끄미) 사업단.hwpx",,N
공익활동형,"2023-06322",1,"2023",Y,"2011",공공의료 및 복지시설 봉사(A-15),N,"105001",경로당돌봄이,경기도,"4117000000",안양시,"0002229",경기도,안양시,2023-01-01 00:00:00.000,2023-12-22 00:00:00.000,승인완료,300,경로당돌봄이.hwp,,N
공익활동형,"2023-05156",3,"2023",Y,"2006",노노케어(A-01),N,"105001",연중노노케어4,서울특별시,"1135000000",노원구,"0000663",서울특별시,노원구,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,40,"2023년 노인 공익활동 사업계획서(노노케어).hwp","2023년 노인 공익활동 사업계획서(노노케어)_.hwp",N
공익활동형,"2023-05165",5,"2023",Y,"2018",스쿨존교통지원 봉사(A-08),N,"105001",스쿨존 및 교통안전취약지역 교통안전지도,경기도,"4122000000",평택시,"0002203",경기도,평택시,2023-01-02 00:00:00.000,2023-12-31 00:00:00.000,승인완료,87,"23년스쿨존사업계획서.hwp","23년스쿨존사업계획서-10월 변경.hwp",N
시장형,"2023-05171",4,"2023",Y,"2016",기타(E-19),N,"105001",고무장갑포장,전라남도,"4678000000",보성군,"0002885",전라남도,보성군,2023-01-09 00:00:00.000,2023-12-29 00:00:00.000,승인완료,50,"2023년 고무장갑포장 사업계획서(수수정본).hwp",,N
공익활동형,"2023-05197",2,"2023",Y,"2021",지역사회안전망 구축 지원(A-18),N,"105001",감염병예방지원사업,광주광역시,"2911000000",동구,"0000048",광주광역시,동구,2023-01-09 00:00:00.000,2023-12-31 00:00:00.000,승인완료,10,사업계획서 -감염병예방지원사업.hwp,사업계획서 -감염병예방지원사업.hwp,N
공익활동형,"2023-05204",1,"2023",Y,"2016",공원 놀이터 등 공공시설 봉사(A-13),N,"105001",세무서지원활동(세무대장),부산광역시,"2617000000",동구,"0000226",부산광역시,동구,2023-01-09 00:00:00.000,2023-12-20 00:00:00.000,승인완료,18,"2023년+공익활동+사업계획서+세무서지원활동(세무대장).hwp",,N
공익활동형,"2023-06718",1,"2023",Y,"2021",보육시설 봉사(A-10),N,"105001",보육시설봉사 사업,울산광역시,"3114000000",남구,"0000902",울산광역시,남구,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,20,"2023+보육교사.hwp",,N
사회서비스형,"2023-06727",3,"2023",Y,"2020",청소년 시설 지원(B-03),N,"105001",지역사회청소년시설지원사업,부산광역시,"2653000000",사상구,"0002634",부산광역시,사상구,2023-01-18 00:00:00.000,2023-12-15 00:00:00.000,승인완료,10,"2023년 지역사회청소년시설지원사업 사업계획서.hwp","2023년 지역사회청소년시설지원사업 사업계획서.hwp",N
공익활동형,"2023-06733",1,"2023",Y,"2013",건강체조 취미생활 지도(A-20),N,"105001",경륜전수 활동지원사업,울산광역시,"3114000000",남구,"0000902",울산광역시,남구,2023-01-09 00:00:00.000,2023-12-31 00:00:00.000,승인완료,52,"2023 경륜.hwp",,N
사회서비스형,"2023-04746",3,"2023",Y,"2021",취약계층 공익증진 서비스(B-09),N,"105001",복지관급식지원 및 환경정화,전라남도,"4613000000",여수시,"0000624",전라남도,여수시,2023-02-01 00:00:00.000,2023-12-29 00:00:00.000,승인완료,10,"2023년 복지관급식지원 및 환경정화 사업계획서.hwp","2023년+복지관급식지원+및+환경정화+사업계획서.hwp",N
공익활동형,"2023-04754",2,"2023",Y,"2007",지역사회 환경개선 봉사(A-16),N,"105001",주거환경개선,강원도,"4217000000",동해시,"0000093",강원도,동해시,2023-01-09 00:00:00.000,2023-12-31 00:00:00.000,승인완료,10,"2023년 주거환경개선 사업 계획서.hwp","2023년 주거환경개선 사업 계획서.hwp",N
시장형,"2023-04775",1,"2023",Y,"2021",참기름 및 장류(E-02),N,"105001",양평장마을,경기도,"4183000000",양평군,"0001115",경기도,양평군,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,13,"2023년 시장형사업단 사업계획서.hwp",,N
공익활동형,"2023-04858",2,"2023",Y,"2023",지역아동센터 봉사(A-11),N,"105001","지역아동센터 아동, 시설지원- 아이누리사업단",전라남도,"4611000000",목포시,"0000124",전라남도,목포시,2023-01-01 00:00:00.000,2023-12-15 00:00:00.000,승인완료,80,(신청서식) 2023년 노인일자리 및 사회활동지원사업 수행기관(아이누리사업단).hwpx,,N
시장형,"2023-06071",3,"2023",Y,"2014",비누류(E-05),N,"105001",거창버블플라워,경상남도,"4888000000",거창군,"0002604",경상남도,거창군,2023-01-09 00:00:00.000,2023-12-31 00:00:00.000,승인완료,7,"2023년+거창버블플라워사업+사업계획서.hwp","2023년 거창버블플라워사업 사업계획서 (변-1).hwp",N
시장형,"2023-06075",1,"2023",N,"2023",아파트 택배(E-13),N,"105001",하단다이나믹6070택배사업단,부산광역시,"2638000000",사하구,"0001647",부산광역시,사하구,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,임시,23,"2023년 택배사업단 시장형사업단 사업계획서.hwp",,Y
사회서비스형,"2023-06145",1,"2023",Y,"2022",기타(B-15),N,"105001",마을공동체활성화지원사업,광주광역시,"2911000000",동구,"0002483",광주광역시,동구,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,14,"2023년 마을공동체활성화지원사업 사업계획서.hwp",,N
공익활동형,"2023-05461",2,"2023",Y,"2016",공원 놀이터 등 공공시설 봉사(A-13),N,"105001",공원수호대,충청북도,"4313000000",충주시,"0000518",충청북도,충주시,2023-01-02 00:00:00.000,2023-12-31 00:00:00.000,승인완료,160,(공원)2023년 사업계획서.hwp,(공원)2023년 사업계획서.hwp,N
공익활동형,"2023-05624",1,"2023",Y,"2021",공공의료 및 복지시설 봉사(A-15),N,"105001",복지시설 관리도우미,전라북도,"4511000000",전주시,"0002164",전라북도,전주시,2023-01-18 00:00:00.000,2023-12-15 00:00:00.000,승인완료,60,"2023년 공익활동 사업계획(복지시설).hwp",,N
공익활동형,"2023-05872",1,"2023",Y,"2013",지역아동센터 봉사(A-11),N,"105001",지역아동센터봉사,울산광역시,"3114000000",남구,"0000057",울산광역시,남구,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,40,"3. 지역아동센터봉사(2023).hwpx",,N
사회서비스형,"2023-06143",1,"2023",Y,"2022",노인 관련 시설지원(B-07),N,"105001",노인복지시설지원사업,광주광역시,"2911000000",동구,"0002483",광주광역시,동구,2023-01-01 00:00:00.000,2023-12-31 00:00:00.000,승인완료,14,"2023년 노인복지시설지원사업 사업계획서.hwp",,N
